		Temp	Hi	Low	Out	Dew	Wind	Wind	Wind	Hi	Hi	Wind	Heat	THW			Rain	Heat	Cool	In 	In	In 	In 	In 	In Air	Temp	Temp	Hum	Hum	Wind	Wind	ISS 	Arc.
Date	Time	Out	Temp	Temp	Hum	Pt.	Speed	Dir	Run	Speed	Dir	Chill	Index	Index	Bar  	Rain	Rate	D-D 	D-D 	Temp	Hum	Dew	Heat	EMC	Density	2nd	3rd	2nd	3rd	Samp	Tx 	Recept	Int.
24/05/23	14:30	24.9	25.3	24.3	63	17.4	6.4	NNE	3.22	17.7	NE	24.9	25.4	25.4	1011.2	0.00	0.0	0.000	0.138	24.4	60	16.2	24.7	10.91	1.1628	---	---	---	---	698	1	100.0	30
24/05/23	15:00	24.1	24.9	24.0	60	15.8	4.8	NNE	2.41	16.1	NE	24.1	24.3	24.3	1010.8	0.00	0.0	0.000	0.119	24.6	60	16.3	24.9	10.90	1.1615	---	---	---	---	695	1	100.0	30
24/05/23	15:30	24.8	25.0	23.7	59	16.2	4.8	NNE	2.41	16.1	NE	24.8	25.0	25.0	1010.8	0.00	0.0	0.000	0.134	25.0	59	16.4	25.2	10.67	1.1598	---	---	---	---	697	1	100.0	30
24/05/23	16:00	24.2	25.4	24.1	61	16.2	6.4	NNE	3.22	19.3	NE	24.2	24.4	24.4	1010.6	0.00	0.0	0.000	0.122	25.5	59	16.9	25.8	10.63	1.1570	---	---	---	---	698	1	100.0	30
24/05/23	16:30	24.0	24.7	23.6	62	16.3	6.4	NNE	3.22	19.3	NE	24.0	24.3	24.3	1010.8	0.00	0.0	0.000	0.118	25.9	59	17.3	26.3	10.61	1.1552	---	---	---	---	695	1	100.0	30
24/05/23	17:00	24.1	24.2	23.6	62	16.4	6.4	NNE	3.22	17.7	NE	24.1	24.4	24.4	1010.6	0.00	0.0	0.000	0.120	26.4	58	17.5	26.9	10.37	1.1528	---	---	---	---	697	1	100.0	30
24/05/23	17:30	23.6	24.3	23.1	62	15.9	4.8	NNE	2.41	17.7	NE	23.6	23.9	23.9	1010.5	0.00	0.0	0.000	0.110	26.4	58	17.5	26.9	10.37	1.1527	---	---	---	---	694	1	100.0	30
24/05/23	18:00	23.2	24.2	23.2	63	15.8	4.8	NE	2.41	16.1	NNE	23.2	23.6	23.6	1010.2	0.00	0.0	0.000	0.102	26.3	58	17.4	26.8	10.37	1.1526	---	---	---	---	697	1	100.0	30
24/05/23	18:30	22.4	23.3	22.4	64	15.3	4.8	NE	2.41	16.1	NE	22.4	22.6	22.6	1010.4	0.00	0.0	0.000	0.086	26.1	58	17.1	26.4	10.39	1.1543	---	---	---	---	693	1	100.0	30
24/05/23	19:00	21.9	22.5	21.8	66	15.3	3.2	NE	1.61	11.3	NE	21.9	22.1	22.1	1010.5	0.00	0.0	0.000	0.075	25.7	58	16.8	26.1	10.42	1.1561	---	---	---	---	695	1	100.0	30
24/05/23	19:30	21.2	21.9	21.2	68	15.0	1.6	NE	0.80	8.0	NNE	21.2	21.2	21.2	1010.6	0.00	0.0	0.000	0.059	25.3	58	16.5	25.6	10.45	1.1583	---	---	---	---	697	1	100.0	30
24/05/23	20:00	20.6	21.2	20.6	71	15.2	1.6	NE	0.80	6.4	E	20.6	20.9	20.9	1010.6	0.00	0.0	0.000	0.047	25.0	58	16.2	25.2	10.47	1.1600	---	---	---	---	698	1	100.0	30
24/05/23	20:30	20.0	20.6	20.0	74	15.2	0.0	NE	0.00	4.8	NNE	20.0	20.3	20.3	1010.7	0.00	0.0	0.000	0.035	24.7	59	16.1	24.9	10.69	1.1614	---	---	---	---	698	1	100.0	30
24/05/23	21:00	19.6	20.0	19.6	71	14.2	3.2	SW	1.61	8.0	SW	19.6	19.7	19.7	1010.6	0.00	0.0	0.000	0.027	24.4	59	15.9	24.6	10.71	1.1628	---	---	---	---	698	1	100.0	30
24/05/23	21:30	18.9	19.6	18.9	75	14.4	3.2	SW	1.61	6.4	SW	18.9	19.1	19.1	1010.8	0.00	0.0	0.000	0.013	24.2	59	15.6	24.4	10.73	1.1642	---	---	---	---	697	1	100.0	30
24/05/23	22:00	18.9	18.9	18.8	78	15.0	1.6	SW	0.80	6.4	S	18.9	19.3	19.3	1010.9	0.00	0.0	0.000	0.013	23.9	59	15.4	24.2	10.75	1.1655	---	---	---	---	698	1	100.0	30
24/05/23	22:30	19.1	19.3	18.9	76	14.8	0.0	S	0.00	3.2	S	19.1	19.4	19.4	1011.2	0.00	0.0	0.000	0.016	23.7	59	15.2	23.9	10.76	1.1669	---	---	---	---	695	1	100.0	30
24/05/23	23:00	19.1	19.2	18.9	76	14.7	0.0	S	0.00	1.6	S	19.1	19.3	19.3	1011.2	0.00	0.0	0.000	0.015	23.6	59	15.1	23.7	10.77	1.1678	---	---	---	---	697	1	100.0	30
24/05/23	23:30	18.5	19.4	18.5	78	14.6	0.0	---	0.00	0.0	---	18.5	18.7	18.7	1011.3	0.00	0.0	0.000	0.003	23.4	59	15.0	23.6	10.78	1.1685	---	---	---	---	697	1	100.0	30
25/05/23	00:00	17.6	18.5	17.6	81	14.3	0.0	SSW	0.00	3.2	SSW	17.6	17.8	17.8	1011.4	0.00	0.0	0.015	0.000	23.3	59	14.8	23.4	10.79	1.1695	---	---	---	---	697	1	100.0	30
25/05/23	0:30	17.8	17.8	17.6	80	14.3	0.0	SSW	0.00	3.2	SSW	17.8	18.1	18.1	1011.5	0.00	0.0	0.010	0.000	23.1	59	14.7	23.3	10.81	1.1704	---	---	---	---	695	1	100.0	30
25/05/23	1:00	18.2	18.2	17.8	78	14.3	0.0	S	0.00	1.6	S	18.2	18.4	18.4	1011.3	0.00	0.0	0.002	0.000	23.0	59	14.6	23.1	10.81	1.1708	---	---	---	---	695	1	100.0	30
25/05/23	1:30	18.4	18.4	18.2	77	14.3	0.0	---	0.00	0.0	---	18.4	18.6	18.6	1011.0	0.00	0.0	0.000	0.001	22.8	59	14.4	22.9	10.83	1.1713	---	---	---	---	697	1	100.0	30
25/05/23	2:00	18.4	18.6	18.3	76	14.1	1.6	SSW	0.80	8.0	S	18.4	18.6	18.6	1011.0	0.00	0.0	0.000	0.002	22.8	59	14.3	22.8	10.83	1.1715	---	---	---	---	695	1	100.0	30
25/05/23	2:30	18.7	18.7	18.4	74	14.0	3.2	S	1.61	6.4	S	18.7	18.8	18.8	1010.9	0.00	0.0	0.000	0.008	22.7	59	14.2	22.7	10.84	1.1720	---	---	---	---	698	1	100.0	30
25/05/23	3:00	17.9	18.8	17.9	76	13.6	3.2	SSW	1.61	9.7	S	17.9	17.9	17.9	1011.0	0.00	0.0	0.009	0.000	22.6	59	14.2	22.6	10.84	1.1725	---	---	---	---	697	1	100.0	30
25/05/23	3:30	17.9	17.9	17.7	77	13.9	4.8	SSW	2.41	11.3	SSE	17.9	18.0	18.0	1010.9	0.00	0.0	0.008	0.000	22.5	59	14.1	22.5	10.85	1.1729	---	---	---	---	699	1	100.0	30
25/05/23	4:00	18.3	18.4	17.9	76	14.0	3.2	S	1.61	9.7	S	18.3	18.4	18.4	1010.8	0.00	0.0	0.000	0.000	22.4	59	14.0	22.3	10.86	1.1733	---	---	---	---	695	1	100.0	30
25/05/23	4:30	18.4	18.6	18.3	76	14.1	3.2	SSW	1.61	8.0	SSE	18.4	18.6	18.6	1010.8	0.00	0.0	0.000	0.002	22.3	59	13.9	22.3	10.86	1.1736	---	---	---	---	697	1	100.0	30
25/05/23	5:00	18.4	18.4	18.3	76	14.1	4.8	S	2.41	9.7	S	18.4	18.6	18.6	1010.8	0.00	0.0	0.000	0.002	22.3	59	13.9	22.2	10.87	1.1738	---	---	---	---	695	1	100.0	30
25/05/23	5:30	18.1	18.5	18.0	76	13.8	4.8	SSW	2.41	12.9	S	18.1	18.2	18.2	1011.0	0.00	0.0	0.005	0.000	22.2	59	13.8	22.1	10.87	1.1746	---	---	---	---	695	1	100.0	30
25/05/23	6:00	18.5	18.6	18.1	74	13.8	4.8	S	2.41	11.3	SSE	18.5	18.6	18.6	1011.2	0.00	0.0	0.000	0.003	22.1	59	13.7	21.9	10.88	1.1755	---	---	---	---	697	1	100.0	30
25/05/23	6:30	18.8	18.8	18.2	74	14.1	6.4	S	3.22	14.5	S	18.8	18.9	18.9	1011.4	0.00	0.0	0.000	0.010	22.1	59	13.7	21.9	10.88	1.1757	---	---	---	---	697	1	100.0	30
25/05/23	7:00	19.8	19.8	18.8	71	14.4	4.8	S	2.41	11.3	SSW	19.8	19.9	19.9	1011.7	0.00	0.0	0.000	0.030	22.1	59	13.7	22.0	10.88	1.1758	---	---	---	---	697	1	100.0	30
25/05/23	7:30	20.7	20.7	19.8	69	14.8	3.2	SSW	1.61	8.0	SW	20.7	20.8	20.8	1011.9	0.00	0.0	0.000	0.049	22.2	59	13.8	22.1	10.87	1.1754	---	---	---	---	694	1	100.0	30
25/05/23	8:00	21.2	21.2	20.7	69	15.3	3.2	SSW	1.61	9.7	S	21.2	21.3	21.3	1012.0	0.00	0.0	0.000	0.060	22.4	59	14.0	22.4	10.85	1.1744	---	---	---	---	697	1	100.0	30
25/05/23	8:30	22.4	22.5	21.2	63	15.1	3.2	SW	1.61	8.0	SW	22.4	22.6	22.6	1012.1	0.00	0.0	0.000	0.086	22.8	59	14.3	22.8	10.83	1.1729	---	---	---	---	696	1	100.0	30
25/05/23	9:00	22.7	22.7	22.3	63	15.3	1.6	WSW	0.80	6.4	W	22.7	22.9	22.9	1012.3	0.00	0.0	0.000	0.090	23.2	59	14.8	23.4	10.80	1.1708	---	---	---	---	697	1	100.0	30
25/05/23	9:30	23.1	23.7	22.7	56	13.9	3.2	WNW	1.61	6.4	SW	23.1	23.2	23.2	1012.4	0.00	0.0	0.000	0.100	23.5	58	14.8	23.7	10.58	1.1698	---	---	---	---	697	1	100.0	30
25/05/23	10:00	24.3	24.3	23.1	55	14.7	3.2	WNW	1.61	6.4	W	24.3	24.4	24.4	1012.3	0.00	0.0	0.000	0.124	23.7	58	14.9	23.8	10.57	1.1689	---	---	---	---	698	1	100.0	30
25/05/23	10:30	24.1	24.5	23.8	56	14.7	3.2	NNE	1.61	8.0	NE	24.1	24.2	24.2	1012.4	0.00	0.0	0.000	0.119	23.8	58	15.1	24.0	10.55	1.1681	---	---	---	---	697	1	100.0	30
25/05/23	11:00	25.2	25.2	24.1	54	15.2	3.2	N	1.61	12.9	NNE	25.2	25.3	25.3	1012.4	0.00	0.0	0.000	0.142	23.9	58	15.1	24.1	10.55	1.1679	---	---	---	---	697	1	100.0	30
25/05/23	11:30	25.1	25.7	24.9	53	14.8	3.2	NW	1.61	9.7	WNW	25.1	25.1	25.1	1012.6	0.00	0.0	0.000	0.140	24.1	58	15.3	24.3	10.53	1.1669	---	---	---	---	698	1	100.0	30
25/05/23	12:00	25.4	26.1	25.1	53	15.1	4.8	NE	2.41	16.1	N	25.4	25.4	25.4	1012.5	0.00	0.0	0.000	0.147	24.3	58	15.5	24.5	10.52	1.1660	---	---	---	---	695	1	100.0	30
25/05/23	12:30	24.8	26.4	24.8	55	15.1	3.2	W	1.61	11.3	WNW	24.8	24.9	24.9	1012.6	0.00	0.0	0.000	0.134	24.5	58	15.7	24.7	10.51	1.1650	---	---	---	---	696	1	100.0	30
25/05/23	13:00	26.1	26.1	24.6	53	15.7	4.8	NE	2.41	16.1	NNE	26.1	26.2	26.2	1012.8	0.00	0.0	0.000	0.161	24.7	58	15.9	24.9	10.49	1.1640	---	---	---	---	695	1	100.0	30
25/05/23	13:30	25.6	26.4	25.6	53	15.3	6.4	NE	3.22	17.7	NNE	25.6	25.7	25.7	1012.4	0.00	0.0	0.000	0.150	24.9	58	16.1	25.2	10.47	1.1624	---	---	---	---	697	1	100.0	30
25/05/23	14:00	26.7	26.7	25.4	59	18.0	8.0	NNE	4.02	22.5	ENE	26.7	27.3	27.3	1012.4	0.00	0.0	0.000	0.174	25.2	58	16.3	25.4	10.46	1.1612	---	---	---	---	696	1	100.0	30
25/05/23	14:30	25.9	26.8	25.9	60	17.6	6.4	NE	3.22	19.3	N	25.9	26.4	26.4	1012.2	0.00	0.0	0.000	0.159	25.4	58	16.6	25.7	10.44	1.1596	---	---	---	---	698	1	100.0	30
25/05/23	15:00	26.5	26.5	25.7	58	17.6	8.0	NE	4.02	22.5	NNE	26.5	27.0	27.0	1012.3	0.00	0.0	0.000	0.170	25.8	58	16.9	26.2	10.41	1.1576	---	---	---	---	697	1	100.0	30
25/05/23	15:30	26.3	26.6	24.9	66	19.4	6.4	NE	3.22	22.5	NE	26.3	27.4	27.4	1012.7	0.00	0.0	0.000	0.166	26.2	57	17.0	26.6	10.19	1.1567	---	---	---	---	698	1	100.0	30
25/05/23	16:00	25.9	26.3	23.6	62	18.1	3.2	E	1.61	17.7	E	25.9	26.6	26.6	1012.0	0.00	0.0	0.000	0.159	26.5	57	17.3	26.9	10.16	1.1543	---	---	---	---	694	1	100.0	30
25/05/23	16:30	24.7	26.3	24.7	62	16.9	4.8	ENE	2.41	16.1	NNE	24.7	25.1	25.1	1012.2	0.00	0.0	0.000	0.133	26.6	57	17.3	27.1	10.16	1.1542	---	---	---	---	697	1	100.0	30
25/05/23	17:00	23.3	24.8	23.3	67	16.9	4.8	S	2.41	16.1	S	23.3	23.8	23.8	1013.0	0.00	0.0	0.000	0.104	26.3	57	17.1	26.8	10.17	1.1563	---	---	---	---	697	1	100.0	30
25/05/23	17:30	18.5	23.3	17.6	80	15.0	6.4	ESE	3.22	22.5	SSW	18.5	18.8	18.8	1012.9	0.00	0.0	0.000	0.003	25.9	57	16.8	26.3	10.20	1.1582	---	---	---	---	696	1	100.0	30
25/05/23	18:00	19.9	19.9	18.5	81	16.6	3.2	SE	1.61	6.4	SE	19.9	20.6	20.6	1012.8	0.00	0.0	0.000	0.034	25.6	58	16.7	25.9	10.43	1.1594	---	---	---	---	696	1	100.0	30
25/05/23	18:30	19.4	20.4	19.3	88	17.3	1.6	SW	0.80	11.3	SW	19.4	20.2	20.2	1012.6	0.00	0.0	0.000	0.022	25.3	58	16.4	25.6	10.45	1.1609	---	---	---	---	697	1	100.0	30
25/05/23	19:00	19.1	19.3	19.1	85	16.5	4.8	SSW	2.41	11.3	SW	19.1	19.7	19.7	1013.3	0.00	0.0	0.000	0.016	25.1	58	16.2	25.3	10.47	1.1628	---	---	---	---	697	1	100.0	30
25/05/23	19:30	19.8	19.9	19.2	73	14.8	4.8	SSW	2.41	14.5	SSE	19.8	20.1	20.1	1013.3	0.00	0.0	0.000	0.030	24.8	58	16.0	25.0	10.49	1.1643	---	---	---	---	695	1	100.0	30
25/05/23	20:00	19.3	19.8	19.3	76	14.9	6.4	S	3.22	17.7	SSW	19.3	19.6	19.6	1013.3	0.00	0.0	0.000	0.020	24.6	58	15.8	24.8	10.50	1.1652	---	---	---	---	698	1	100.0	30
25/05/23	20:30	20.1	20.1	19.2	62	12.5	8.0	S	4.02	20.9	SSE	20.1	19.9	19.9	1013.2	0.00	0.0	0.000	0.036	24.4	58	15.6	24.6	10.51	1.1662	---	---	---	---	694	1	100.0	30
25/05/23	21:00	20.2	20.2	19.9	58	11.7	6.4	S	3.22	17.7	SSE	20.2	19.8	19.8	1013.2	0.00	0.0	0.000	0.039	24.2	58	15.4	24.3	10.53	1.1673	---	---	---	---	695	1	100.0	30
25/05/23	21:30	19.9	20.5	19.8	56	10.9	1.6	SSE	0.80	8.0	SSE	19.9	19.5	19.5	1013.4	0.00	0.0	0.000	0.034	24.1	58	15.3	24.2	10.54	1.1682	---	---	---	---	695	1	100.0	30
25/05/23	22:00	19.9	20.3	19.5	57	11.2	6.4	SSW	3.22	20.9	SSE	19.9	19.5	19.5	1013.8	0.00	0.0	0.000	0.034	23.9	58	15.1	24.1	10.55	1.1695	---	---	---	---	698	1	100.0	30
25/05/23	22:30	20.2	20.4	19.9	55	10.9	6.4	S	3.22	17.7	S	20.2	19.7	19.7	1013.9	0.00	0.0	0.000	0.039	23.7	57	14.6	23.8	10.37	1.1711	---	---	---	---	695	1	100.0	30
25/05/23	23:00	20.3	20.3	19.8	53	10.4	4.8	SSW	2.41	14.5	S	20.3	19.7	19.7	1013.9	0.00	0.0	0.000	0.041	23.6	57	14.5	23.7	10.37	1.1716	---	---	---	---	695	1	100.0	30
25/05/23	23:30	19.8	20.3	19.8	55	10.5	4.8	S	2.41	9.7	S	19.8	19.3	19.3	1013.8	0.00	0.0	0.000	0.030	23.4	57	14.4	23.6	10.38	1.1721	---	---	---	---	696	1	100.0	30
26/05/23	00:00	19.9	19.9	19.7	54	10.3	4.8	SSW	2.41	11.3	SSW	19.9	19.3	19.3	1013.8	0.00	0.0	0.000	0.032	23.3	57	14.3	23.4	10.39	1.1726	---	---	---	---	699	1	100.0	30
26/05/23	0:30	18.2	19.9	18.2	63	11.0	4.8	SSW	2.41	11.3	S	18.2	17.7	17.7	1013.7	0.00	0.0	0.003	0.000	23.2	57	14.2	23.3	10.40	1.1731	---	---	---	---	691	1	100.0	30
26/05/23	1:00	18.8	19.0	18.2	59	10.6	4.8	SSW	2.41	9.7	SSE	18.8	18.3	18.3	1013.6	0.00	0.0	0.000	0.010	23.1	57	14.1	23.2	10.41	1.1735	---	---	---	---	695	1	100.0	30
26/05/23	1:30	18.4	18.9	18.2	61	10.8	4.8	SSW	2.41	11.3	WSW	18.4	17.9	17.9	1013.5	0.00	0.0	0.000	0.002	23.1	57	14.1	23.1	10.41	1.1738	---	---	---	---	697	1	100.0	30
26/05/23	2:00	18.6	18.6	17.7	59	10.4	4.8	SSW	2.41	11.3	SSW	18.6	18.0	18.0	1013.4	0.00	0.0	0.000	0.005	22.9	57	14.0	23.0	10.42	1.1742	---	---	---	---	698	1	100.0	30
26/05/23	2:30	19.3	19.3	18.4	56	10.3	4.8	SSW	2.41	11.3	SSE	19.3	18.7	18.7	1013.2	0.00	0.0	0.000	0.020	22.8	57	13.9	22.8	10.43	1.1745	---	---	---	---	698	1	100.0	30
26/05/23	3:00	19.7	20.1	19.3	52	9.6	6.4	SSW	3.22	12.9	SSE	19.7	19.1	19.1	1013.1	0.00	0.0	0.000	0.029	22.7	57	13.8	22.7	10.43	1.1749	---	---	---	---	694	1	100.0	30
26/05/23	3:30	19.7	19.7	19.4	52	9.6	6.4	SSW	3.22	12.9	S	19.7	19.1	19.1	1013.1	0.00	0.0	0.000	0.029	22.7	56	13.4	22.6	10.29	1.1755	---	---	---	---	696	1	100.0	30
26/05/23	4:00	19.6	19.8	19.6	53	9.8	4.8	SSW	2.41	11.3	SSW	19.6	18.9	18.9	1012.8	0.00	0.0	0.000	0.027	22.6	56	13.4	22.5	10.30	1.1755	---	---	---	---	696	1	100.0	30
26/05/23	4:30	18.8	19.7	18.8	57	10.1	4.8	SSW	2.41	12.9	S	18.8	18.2	18.2	1012.8	0.00	0.0	0.000	0.009	22.6	56	13.3	22.4	10.30	1.1758	---	---	---	---	697	1	100.0	30
26/05/23	5:00	19.6	19.6	18.7	53	9.8	4.8	SSW	2.41	12.9	SSW	19.6	18.9	18.9	1012.7	0.00	0.0	0.000	0.027	22.5	56	13.3	22.4	10.30	1.1760	---	---	---	---	696	1	100.0	30
26/05/23	5:30	19.9	20.0	19.6	50	9.2	4.8	SSW	2.41	11.3	S	19.9	19.1	19.1	1012.8	0.00	0.0	0.000	0.032	22.4	56	13.2	22.3	10.30	1.1763	---	---	---	---	698	1	100.0	30
26/05/23	6:00	19.8	19.9	19.7	50	9.1	4.8	SSW	2.41	12.9	SSE	19.8	19.0	19.0	1013.3	0.00	0.0	0.000	0.030	22.4	56	13.2	22.2	10.30	1.1772	---	---	---	---	696	1	100.0	30
26/05/23	6:30	19.8	19.8	19.5	52	9.6	6.4	SSW	3.22	11.3	SSW	19.8	19.1	19.1	1013.0	0.00	0.0	0.000	0.030	22.4	56	13.2	22.2	10.30	1.1769	---	---	---	---	697	1	100.0	30
26/05/23	7:00	20.6	20.6	19.7	52	10.4	4.8	SSW	2.41	11.3	SSW	20.6	19.9	19.9	1013.4	0.00	0.0	0.000	0.047	22.4	56	13.2	22.3	10.30	1.1770	---	---	---	---	695	1	100.0	30
26/05/23	7:30	22.1	22.1	20.6	50	11.2	3.2	SSW	1.61	11.3	S	22.1	21.6	21.6	1013.5	0.00	0.0	0.000	0.079	22.6	55	13.1	22.5	10.10	1.1767	---	---	---	---	697	1	100.0	30
26/05/23	8:00	23.3	23.3	22.1	47	11.4	3.2	SSW	1.61	8.0	SSE	23.3	23.1	23.1	1013.8	0.00	0.0	0.000	0.104	23.0	56	13.7	23.0	10.28	1.1746	---	---	---	---	698	1	100.0	30
26/05/23	8:30	23.5	23.8	23.3	46	11.2	1.6	S	0.80	8.0	SW	23.5	23.2	23.2	1014.0	0.00	0.0	0.000	0.108	23.5	55	13.9	23.6	10.06	1.1727	---	---	---	---	694	1	100.0	30
26/05/23	9:00	23.4	23.7	23.3	53	13.3	3.2	NE	1.61	8.0	NE	23.4	23.4	23.4	1014.3	0.00	0.0	0.000	0.106	23.8	55	14.2	23.9	10.05	1.1714	---	---	---	---	696	1	100.0	30
26/05/23	9:30	23.6	23.9	23.4	53	13.5	3.2	NE	1.61	12.9	NNE	23.6	23.6	23.6	1014.2	0.00	0.0	0.000	0.110	24.0	55	14.4	24.1	10.04	1.1704	---	---	---	---	694	1	100.0	30
26/05/23	10:00	24.2	24.5	23.4	49	12.8	4.8	NNE	2.41	12.9	NNE	24.2	24.1	24.1	1014.2	0.00	0.0	0.000	0.123	24.1	55	14.5	24.2	10.04	1.1701	---	---	---	---	696	1	100.0	30
26/05/23	10:30	24.7	24.9	23.9	49	13.2	3.2	NNE	1.61	9.7	ENE	24.7	24.6	24.6	1014.0	0.00	0.0	0.000	0.132	24.1	55	14.5	24.2	10.03	1.1696	---	---	---	---	697	1	100.0	30
26/05/23	11:00	25.1	25.4	24.7	47	13.0	4.8	NE	2.41	12.9	NNE	25.1	24.8	24.8	1014.0	0.00	0.0	0.000	0.140	24.2	55	14.6	24.3	10.03	1.1690	---	---	---	---	697	1	100.0	30
26/05/23	11:30	25.4	26.0	25.1	46	12.9	6.4	NE	3.22	17.7	NNE	25.4	25.1	25.1	1013.9	0.00	0.0	0.000	0.147	24.4	55	14.8	24.5	10.01	1.1681	---	---	---	---	697	1	100.0	30
26/05/23	12:00	25.8	26.2	25.4	45	13.0	6.4	NE	3.22	20.9	NE	25.8	25.5	25.5	1013.8	0.00	0.0	0.000	0.156	24.6	55	15.0	24.7	10.00	1.1669	---	---	---	---	698	1	100.0	30
26/05/23	12:30	26.7	26.8	25.8	43	13.1	6.4	NE	3.22	19.3	NNE	26.7	26.2	26.2	1013.9	0.00	0.0	0.000	0.174	24.8	55	15.2	24.9	9.98	1.1658	---	---	---	---	697	1	100.0	30
26/05/23	13:00	27.3	27.4	26.1	45	14.3	6.4	NE	3.22	16.1	N	27.3	27.0	27.0	1013.8	0.00	0.0	0.000	0.186	25.1	55	15.4	25.2	9.96	1.1643	---	---	---	---	695	1	100.0	30
26/05/23	13:30	27.6	27.6	26.6	49	15.9	8.0	NE	4.02	20.9	NNE	27.6	27.7	27.7	1013.7	0.00	0.0	0.000	0.192	25.4	55	15.7	25.6	9.94	1.1627	---	---	---	---	696	1	100.0	30
26/05/23	14:00	27.1	27.6	26.8	52	16.4	8.0	NE	4.02	25.7	NNW	27.1	27.3	27.3	1013.2	0.00	0.0	0.000	0.182	25.7	55	15.9	25.8	9.92	1.1607	---	---	---	---	697	1	100.0	30
26/05/23	14:30	27.3	28.1	26.9	54	17.2	8.0	NE	4.02	25.7	NE	27.3	27.8	27.8	1013.0	0.00	0.0	0.000	0.186	25.9	55	16.2	26.1	9.91	1.1593	---	---	---	---	697	1	100.0	30
26/05/23	15:00	27.2	28.7	26.9	49	15.6	6.4	NE	3.22	25.7	ENE	27.2	27.3	27.3	1013.0	0.00	0.0	0.000	0.185	26.2	55	16.4	26.4	9.89	1.1579	---	---	---	---	697	1	100.0	30
26/05/23	15:30	27.7	27.8	26.8	55	17.9	4.8	ENE	2.41	22.5	E	27.7	28.4	28.4	1012.6	0.00	0.0	0.000	0.196	26.6	54	16.5	26.9	9.75	1.1556	---	---	---	---	697	1	100.0	30
26/05/23	16:00	27.6	27.8	26.9	55	17.7	8.0	NE	4.02	20.9	ENE	27.6	28.2	28.2	1012.4	0.00	0.0	0.000	0.192	27.2	54	17.1	27.6	9.75	1.1524	---	---	---	---	697	1	100.0	30
26/05/23	16:30	26.3	27.9	26.3	55	16.6	8.0	ENE	4.02	19.3	ENE	26.3	26.7	26.7	1012.4	0.00	0.0	0.000	0.167	27.4	54	17.3	27.9	9.75	1.1513	---	---	---	---	696	1	100.0	30
26/05/23	17:00	24.9	26.3	24.9	59	16.3	6.4	NE	3.22	20.9	N	24.9	25.1	25.1	1012.4	0.00	0.0	0.000	0.137	27.0	54	16.9	27.4	9.75	1.1533	---	---	---	---	695	1	100.0	30
26/05/23	17:30	24.7	25.0	24.6	59	16.1	3.2	ENE	1.61	12.9	E	24.7	24.9	24.9	1012.2	0.00	0.0	0.000	0.132	26.7	54	16.6	27.0	9.75	1.1548	---	---	---	---	698	1	100.0	30
26/05/23	18:00	25.2	25.4	24.7	57	16.1	3.2	E	1.61	12.9	NNE	25.2	25.4	25.4	1012.2	0.00	0.0	0.000	0.144	26.9	54	16.8	27.3	9.75	1.1534	---	---	---	---	693	1	100.0	30
26/05/23	18:30	24.0	25.6	24.0	60	15.8	4.8	NNE	2.41	12.9	ENE	24.0	24.2	24.2	1012.2	0.00	0.0	0.000	0.118	26.9	54	16.8	27.3	9.75	1.1534	---	---	---	---	697	1	100.0	30
26/05/23	19:00	22.2	24.0	22.2	71	16.7	4.8	WSW	2.41	12.9	WSW	22.2	22.6	22.6	1012.4	0.00	0.0	0.000	0.080	26.7	54	16.6	27.0	9.75	1.1551	---	---	---	---	697	1	100.0	30
26/05/23	19:30	21.7	22.2	21.7	72	16.5	3.2	SW	1.61	11.3	W	21.7	22.1	22.1	1012.3	0.00	0.0	0.000	0.071	26.3	55	16.5	26.6	9.88	1.1565	---	---	---	---	698	1	100.0	30
26/05/23	20:00	21.4	21.8	21.4	72	16.2	1.6	SW	0.80	6.4	SSW	21.4	21.7	21.7	1012.5	0.00	0.0	0.000	0.065	26.0	55	16.3	26.3	9.90	1.1582	---	---	---	---	698	1	100.0	30
26/05/23	20:30	20.8	21.5	20.8	73	15.8	1.6	SW	0.80	4.8	WSW	20.8	21.2	21.2	1012.3	0.00	0.0	0.000	0.052	25.8	55	16.1	26.0	9.91	1.1591	---	---	---	---	694	1	100.0	30
26/05/23	21:00	20.6	20.8	20.5	74	15.8	1.6	SW	0.80	6.4	SW	20.6	21.0	21.0	1012.3	0.00	0.0	0.000	0.046	25.5	55	15.8	25.7	9.93	1.1606	---	---	---	---	697	1	100.0	30
26/05/23	21:30	20.2	20.6	20.2	75	15.6	1.6	SW	0.80	4.8	SW	20.2	20.7	20.7	1012.5	0.00	0.0	0.000	0.039	25.3	55	15.6	25.5	9.95	1.1616	---	---	---	---	695	1	100.0	30
26/05/23	22:00	20.2	20.3	20.1	75	15.6	1.6	SW	0.80	4.8	SSW	20.2	20.6	20.6	1012.5	0.00	0.0	0.000	0.038	25.1	55	15.4	25.2	9.96	1.1628	---	---	---	---	699	1	100.0	30
26/05/23	22:30	20.2	20.2	20.1	75	15.6	3.2	SW	1.61	6.4	S	20.2	20.6	20.6	1012.7	0.00	0.0	0.000	0.038	24.9	55	15.3	25.1	9.97	1.1638	---	---	---	---	696	1	100.0	30
26/05/23	23:00	19.7	20.2	19.7	75	15.2	4.8	SSW	2.41	12.9	SW	19.7	20.1	20.1	1012.8	0.00	0.0	0.000	0.029	24.8	55	15.1	24.9	9.99	1.1648	---	---	---	---	694	1	100.0	30
